domain,conversation_id,cluster_id,quality_score,habit_tags_json,sanitized_task_preview
finance,acs-33743d02-9704-47a1-8929-0986ce704204-1,23,0.5719,"[""finance_minimal_pii_secure_verification"", ""finance_fraud_lost_card_urgent_escalation""]","My credit card was lost. so kindly blocked it and provide new one. thank you so much.. for your co-operation. yes, I did it."
finance,acs-43f17f80-6cc6-4d14-b2bd-87011ed83845-1,4,0.529,"[""finance_confirm_card_account_changes"", ""finance_minimal_pii_secure_verification"", ""finance_fraud_lost_card_urgent_escalation""]","I HAVE LOST MY CREDIT CARD OK, NO THANKS"
finance,acs-d05301ed-d800-49e3-ae32-91b7e08d276e-1,21,0.615,"[""finance_minimal_pii_secure_verification"", ""finance_balance_statement_summary_first"", ""finance_payment_status_latest_check""]",I HAVE CHECK A/C BALANCE OK THANK YOU NO THANK BYEE
finance,acs-768b9755-ae63-4468-b1c3-a7be9cb9de7d-1,25,0.8294,"[""finance_minimal_pii_secure_verification"", ""finance_balance_statement_summary_first"", ""finance_payment_status_latest_check""]","sure it is [number] for the first account and [number] for the second one,please check both . how many checks a person can order at a time?,please give me an idea. ok fine.thank you very much for your help."
finance,acs-62c042c4-2019-40e4-a7e4-132e63fbf9b5-1,14,0.7594,"[""finance_balance_statement_summary_first"", ""finance_credit_loan_cautious_no_commitment"", ""finance_payment_status_latest_check""]",I can't share it now . I will visit the branch if i have questions is there any number to get balance by giving missed call I want to know the balance in my account
finance,acs-e764d1ad-a801-4d18-9a30-40e647f73286-1,15,0.6033,"[""finance_confirm_money_movement"", ""finance_minimal_pii_secure_verification"", ""finance_fee_dispute_evidence_then_case""]",I wan't to transfer some money to another A/C can i use the online platform to do that personally ok thanks for the help
finance,acs-6b88656e-8846-437b-abdd-eb1dfc541af9-1,24,0.6033,"[""finance_minimal_pii_secure_verification"", ""finance_balance_statement_summary_first"", ""finance_fee_dispute_evidence_then_case"", ""finance_payment_status_latest_check""]","Hi, I need to check my account balance Ok thank you very much Are you there ?"
finance,acs-84711764-6e25-4c2f-b4a7-77f96e61300e-1,26,0.6331,"[""finance_confirm_money_movement"", ""finance_minimal_pii_secure_verification""]",I want to transfer the money my account no [number] to other side no [number] yes.. I received message
finance,acs-49379eb6-dcd0-465e-85c8-620252fc2756-1,21,0.5275,"[""finance_minimal_pii_secure_verification"", ""finance_balance_statement_summary_first"", ""finance_payment_status_latest_check""]",I HAVE CHECK A/C BALANCE OK THANK YOU NO THANK BYEE
finance,acs-1affa3fa-3403-465b-9227-c9b6a29d471e-1,10,0.7856,"[""finance_confirm_money_movement"", ""finance_minimal_pii_secure_verification"", ""finance_balance_statement_summary_first"", ""finance_payment_status_latest_check""]",I need some clarification for transfering money one account ot another one? Thank you for your help. Have a wonderful day Casey! May i know the current balance of my account?
finance,acs-a63756fd-1f7a-4238-8f3c-626de8f75c85-1,10,0.5085,"[""finance_minimal_pii_secure_verification"", ""finance_balance_statement_summary_first"", ""finance_payment_status_latest_check""]",i have cheack my balance ok thank you so much bye
finance,acs-eb61462d-9070-4cdc-a894-a9579947cfaa-1,16,0.7462,"[""finance_confirm_money_movement"", ""finance_minimal_pii_secure_verification"", ""finance_credit_loan_cautious_no_commitment""]",HI HAVE TRANSFERE MONEY FORM ONE A/C TO ANOTHER. OK THANK YOU SO MUCH BYE OK THANK YOU SO MUCH BYE
finance,acs-719d6ad5-7476-4721-ba89-d0f278871f0d-1,5,0.5275,"[""finance_minimal_pii_secure_verification"", ""finance_balance_statement_summary_first"", ""finance_payment_status_latest_check""]","HELLO,I want to check my account balance that should be all"
finance,acs-27c0fe4e-55ae-4b5a-b439-abaa62e3bc9d-1,5,0.561,"[""finance_minimal_pii_secure_verification"", ""finance_balance_statement_summary_first"", ""finance_payment_status_latest_check""]",I HAVE CHECK MY A/C BALANCE OK THANK YOU NO THANK BYEE
finance,acs-d7aac65d-8ecd-4330-b1a4-4e3dfa7052ac-1,12,0.5362,"[""finance_minimal_pii_secure_verification"", ""finance_balance_statement_summary_first"", ""finance_payment_status_latest_check""]","Hi, I was just wanting to check my account balance. Oh wow! Thanks! I think that will be all for today. Will do! Thanks"
finance,acs-f3e66b6c-3965-4c95-a878-fff1a26ab780-1,11,0.6763,"[""finance_minimal_pii_secure_verification"", ""finance_balance_statement_summary_first"", ""finance_payment_status_latest_check""]",I am already Said please check my account balance Please Ok No issues Jamie.. Please do the needful Need your support to check my account balance
finance,acs-3cd7fa00-540f-41ce-93f8-6f2bec29c9ff-1,27,0.5742,"[""finance_minimal_pii_secure_verification"", ""finance_balance_statement_summary_first"", ""finance_payment_status_latest_check""]",I need Check my account balance? My side nothing. Have a good day. Thank you Sam.
finance,acs-0cff74cb-cba7-412a-9d14-0d7dfc4a26d9-1,14,0.5223,"[""finance_minimal_pii_secure_verification"", ""finance_fee_dispute_evidence_then_case""]",I need to Close my old account. I need close this account# [number] Thank you very much!
finance,acs-f2ede595-38a4-4705-b10c-8546f9bd52f7-1,16,0.5742,"[""finance_confirm_money_movement"", ""finance_minimal_pii_secure_verification"", ""finance_fee_dispute_evidence_then_case""]",I HAVE TRANSFER MONEY FROM ONE A/C TO ANOTHER A/C OK.THANK YOU BYEE
finance,acs-30ad8961-912c-4b86-9be5-b245b57fb1c7-1,6,0.5669,"[""finance_minimal_pii_secure_verification"", ""finance_balance_statement_summary_first"", ""finance_payment_status_latest_check""]",i have check my balance ok thank you so much bye
finance,acs-4b8f1658-6202-4dcf-97b2-2f4730e01d85-1,5,0.5756,"[""finance_minimal_pii_secure_verification"", ""finance_balance_statement_summary_first"", ""finance_payment_status_latest_check""]",I HAVE CHECK MY A/C BALANCE ok thank you no thank byee
finance,acs-72195bdf-6ba1-4105-a692-f211ca75f1b2-1,21,0.6506,"[""finance_confirm_money_movement"", ""finance_minimal_pii_secure_verification""]",I NEED TO TRANSFER MONEY TO MY FRIEND'S ACCOUNT CAN YOU PLEASE ABLE TO CHANGE IT I NEED TO CORRECT THE NUMBER
finance,acs-9b43dd14-89a7-48cc-ac2a-e122c336aa59-1,29,0.5304,"[""finance_minimal_pii_secure_verification"", ""finance_balance_statement_summary_first"", ""finance_payment_status_latest_check""]",I HAVE CHECK A/C BALANCE
finance,acs-a114ed1a-f093-4281-b849-ca5b6c34700b-1,13,0.5683,"[""finance_minimal_pii_secure_verification"", ""finance_balance_statement_summary_first"", ""finance_payment_status_latest_check""]",Nee your help to check my account balance
finance,acs-f4a07272-ecc0-4e3a-8860-49df1a338360-1,26,0.639,"[""finance_confirm_money_movement"", ""finance_minimal_pii_secure_verification""]",Please help to transfer the amount from my account to other account my account no [number] & another bank account no [number] My saving account no is [number]
finance,acs-c3ffbc22-c2a2-444a-8138-b552171953da-1,21,0.5056,"[""finance_minimal_pii_secure_verification"", ""finance_balance_statement_summary_first"", ""finance_payment_status_latest_check""]",I need to check my account balance
finance,acs-d1f998b9-aecd-49f0-b891-48a97cb464e9-1,2,0.5442,"[""finance_confirm_money_movement"", ""finance_minimal_pii_secure_verification""]",That's enough. Thank you for your help. Have a great day. I need to transfer the money to another account? I need to transfer from [number] to [number] with amount of $350
finance,acs-a78bb5e9-bfbe-4c47-a080-be02f3591ed6-1,9,0.7637,"[""finance_confirm_money_movement"", ""finance_minimal_pii_secure_verification"", ""finance_balance_statement_summary_first"", ""finance_payment_status_latest_check""]",I need know my account balance and any amount credited yesterday? Yesterday my Partner transfer some money to my account Please Check my account balance now?
finance,acs-6d8d6219-54cf-4a11-a20b-5e90bd74110d-1,8,0.5456,"[""finance_confirm_card_account_changes"", ""finance_minimal_pii_secure_verification""]","Hi Drew, I would like to close my account. Can you help me? Ok. Thank you so much for your help. The last 4 digits of my account is [number]"
finance,acs-de959808-7d28-44ea-a471-d6a50bdedd3b-1,10,0.6835,"[""finance_confirm_money_movement"", ""finance_minimal_pii_secure_verification"", ""finance_credit_loan_cautious_no_commitment""]",Yes i got notification...Thanks for your valuable help Kindly guide me..How to transfer money another account S.Raju bhai
finance,acs-8899bf2a-3456-45bf-a5e0-2a71f7bb2ef3-1,5,0.5756,"[""finance_minimal_pii_secure_verification"", ""finance_balance_statement_summary_first"", ""finance_payment_status_latest_check""]",I HAVE CHECK MY A/C BALANCE OK. THANK YOU NO THANK BYEE
finance,acs-f4790bee-a90c-474e-9e7b-022c8554bc8b-1,4,0.5975,"[""finance_minimal_pii_secure_verification"", ""finance_balance_statement_summary_first"", ""finance_payment_status_latest_check""]","i have cheack my balance no thanks , thank you so much bye ok thank you so much bye"
finance,acs-f9dd4d53-1baf-41b8-a377-eb709f196ff9-1,3,0.5698,"[""finance_minimal_pii_secure_verification"", ""finance_balance_statement_summary_first"", ""finance_payment_status_latest_check""]","I need to check my bank balance. no, that is it. my number is [number]"
finance,acs-3e55ca80-57d2-4b7f-b3d1-494b3e3053e8-1,9,0.5515,"[""finance_confirm_money_movement"", ""finance_minimal_pii_secure_verification""]",pls help to transfer the amount from my account to other my Account no [number] & other [number]
finance,acs-ac8b4832-6d86-4148-880b-1b9de2aff8a2-1,13,0.5494,"[""finance_minimal_pii_secure_verification"", ""finance_balance_statement_summary_first"", ""finance_payment_status_latest_check""]",I want to check my account balance
finance,acs-9450a8b2-5fe1-4ffe-88b3-9cb0da6f6c1d-1,3,0.7594,"[""finance_confirm_money_movement"", ""finance_confirm_card_account_changes"", ""finance_minimal_pii_secure_verification"", ""finance_balance_statement_summary_first"", ""finance_payment_status_latest_check""]","Ok, I want close my account so kindly transfer my balance amount to another account I want to check my account balance oh thank you"
finance,acs-3f391b85-c338-4058-9138-6833871da5ca-1,10,0.4231,"[""finance_minimal_pii_secure_verification"", ""finance_balance_statement_summary_first""]",i have cheack my balance ok thank you so much bye
finance,acs-c4b897b5-7dc2-4b31-be20-b142e2807ba9-1,10,0.7288,"[""finance_confirm_money_movement"", ""finance_minimal_pii_secure_verification"", ""finance_fee_dispute_evidence_then_case""]",No that is all thank you so much for your help. Hello I need to transfer money between my accounts Sure I can wait for you to return
finance,acs-07a47e8c-322e-4a6b-a3e1-edfc2fdc94ce-1,26,0.7229,"[""finance_confirm_money_movement"", ""finance_minimal_pii_secure_verification"", ""finance_credit_loan_cautious_no_commitment""]","Good Morning, I need to transfer the money My account no [number] & other account [number] Are you connected with me"
finance,acs-9b9b3348-4419-4a40-92c6-2061f5867157-1,4,0.5165,"[""finance_minimal_pii_secure_verification"", ""finance_fraud_lost_card_urgent_escalation""]",My credit card was stolen today morning. I need block the credit card? This is Micky. Thank you Charlie
finance,acs-7ec3f91a-b158-4981-a0c6-9fd8f6b4de33-1,9,0.5567,"[""finance_confirm_card_account_changes"", ""finance_minimal_pii_secure_verification"", ""finance_fraud_lost_card_urgent_escalation""]",i have lost my credit card. ok thank you so much bye
finance,acs-316c077d-2940-4e47-bfb8-92f559bf2a66-1,12,0.755,"[""finance_confirm_card_account_changes"", ""finance_minimal_pii_secure_verification"", ""finance_fraud_lost_card_urgent_escalation""]",do I need to forward the mail i receive? at i need to carry to police station Will you pls help me in this
finance,acs-58583064-df91-41e8-b2fb-87953ce05e2e-1,10,0.4085,"[""finance_minimal_pii_secure_verification"", ""finance_balance_statement_summary_first""]",I HAVE CHEACK MY BALANCE OK THANK YOU SO MUCH BYE
finance,acs-9f927517-f65e-478e-a8cc-f18aca8127c8-1,20,0.5412,"[""finance_confirm_money_movement"", ""finance_minimal_pii_secure_verification""]",I HAVE TRANSFER MONEY FROM ONE A/C TO ANOTHER A/C OK. THANK YOU SO MUCH BYEEE
finance,acs-3ad0e0a9-ff19-4a18-b10d-587b54ae07dd-1,17,0.5558,"[""finance_confirm_money_movement"", ""finance_minimal_pii_secure_verification""]",I HAVE TRANSFER MONEY FROM ONE A/C TO ANOTHER A/C OK THANK YOU NO THANK BYEE
finance,acs-f7553df2-88ca-4132-b679-9b39c798ddbf-1,17,0.5077,"[""finance_confirm_money_movement"", ""finance_minimal_pii_secure_verification""]","Hi, I want your support transfer the money My account no is [number] & Other end is [number]"
finance,acs-f71495dc-44cd-4e1f-86c3-059276960b5d-1,14,0.5815,"[""finance_confirm_money_movement"", ""finance_minimal_pii_secure_verification"", ""finance_fee_dispute_evidence_then_case""]",Need your support to transfer the amount to other account You done a great job My account no [number] & other [number]
finance,acs-535f76cc-e288-4151-b5c4-8b78bffee08f-1,16,0.5887,"[""finance_confirm_money_movement"", ""finance_minimal_pii_secure_verification"", ""finance_fee_dispute_evidence_then_case""]",I HAVE TRANSFER MONEY FROM ONE A/C TO ANOTHER A/C OK THANK YOU BYEE
finance,acs-334dcf2e-1ddb-4bee-9599-14b8a8e0455c-1,14,0.5267,"[""finance_confirm_money_movement"", ""finance_minimal_pii_secure_verification""]","Dear Team,need to be transferred money from my saving account to another account My account no is [number] & Other end account no [number] No.. Great job Casey"
finance,acs-c7a81c8b-d6bb-4f3e-8a62-b957b9465d57-1,22,0.5931,"[""finance_minimal_pii_secure_verification"", ""finance_balance_statement_summary_first"", ""finance_fee_dispute_evidence_then_case"", ""finance_payment_status_latest_check""]",I would like to order checks for this account I need by checking balance Can I get 100?
finance,acs-78361079-0c1e-4475-b435-f73db1e29260-1,17,0.6646,"[""finance_confirm_money_movement"", ""finance_minimal_pii_secure_verification"", ""finance_balance_statement_summary_first"", ""finance_fee_dispute_evidence_then_case"", ""finance_payment_status_latest_check""]",Need to transfer the amount from my account to other Need to check my account balance yes . .I got it..
finance,acs-05a2f6a6-3f7f-4259-98dc-28a711270254-1,6,0.7623,"[""finance_confirm_money_movement"", ""finance_minimal_pii_secure_verification"", ""finance_balance_statement_summary_first"", ""finance_payment_status_latest_check""]","It was, this was very easy to take care of my banking needs. awesome, can I transfer that to my checking account please Can I check my account balance?"
finance,acs-3f263a12-b26c-476e-a741-518580f3bb60-1,5,0.5719,"[""finance_confirm_money_movement"", ""finance_minimal_pii_secure_verification""]","The last 4 digits for my checking account is [number]. The last 4 digits for my savings account is [number]. I want to transfer funds from my checking account to my savings account. no, that is all"
finance,acs-4c73fb37-900d-482e-a484-c94b8acccbdf-1,18,0.7637,"[""finance_minimal_pii_secure_verification"", ""finance_balance_statement_summary_first"", ""finance_payment_status_latest_check""]","i am having a second acount . please check its balance too ok thank you ,please check this one too. kindly check this second account balance too."
